Step 1      Volume
Tetra 42   335.212       
Tetra 43   314.713       
Tetra 44   327.152       
Tetra 45   328.123       
Tetra 46   328.056       
Tetra 47   319.012       
Tetra 48   319.958       
Tetra 49   307.969       
Tetra 50   344.866       
Tetra 51   332.551       
Tetra 52   324.093       
Tetra 53   324.625       
Tetra 54   337.871       
Tetra 55   325.274       
Tetra 56   296.656       
Tetra 57   289.315       
Tetra 58   316.339       
Tetra 59   338.001       
Tetra 60   338.522       
Tetra 61   317.787       
Tetra 62   318.309       
Tetra 63   329.774       
Tetra 64   297.089       
Tetra 65   328.928       
Tetra 66   320.955       
Tetra 67   326.139       
Tetra 68   325.958       
Tetra 69   326.356       
Tetra 70   317.811       
Tetra 71   330.777       
Tetra 72   275.274       
Tetra 73   276.117       
Tetra 74   276.599       
Tetra 75   276.206       
Tetra 76   275.698       
Tetra 77   298.129       
Tetra 78   290.885       
Tetra 79   291.259       
Tetra 80   317.210       
Tetra 81   298.446       
Tetra 82   310.267       
Tetra 83   303.272       
Tetra 84   302.841       
Tetra 85   291.495       
Tetra 86   302.458       
Tetra 87   307.102       
Tetra 88   319.237       
Tetra 89   319.234       
Tetra 90   319.060       
Tetra 91   319.418       
Tetra 92   299.951       
Tetra 93   312.038       
Total Volume: 27735.9

Step 174    Volume
---------------------------
Tetra 1    213.687       
Tetra 2    213.724       
Tetra 3    190.574       
Tetra 4    190.607       
Tetra 5    211.674       
Tetra 6    211.711       
Tetra 7    199.053       
Tetra 8    219.520       
Tetra 9    198.979       
Tetra 10   219.438       
Tetra 11   199.709       
Tetra 12   220.237       
Tetra 13   338.221       
Tetra 14   318.085       
Tetra 15   319.088       
Tetra 16   293.538       
Tetra 17   342.291       
Tetra 18   294.101       
Tetra 19   343.139       
Tetra 20   342.507       
Tetra 21   321.879       
Tetra 22   288.232       
Tetra 23   288.734       
Tetra 24   336.872       
Tetra 25   335.775       
Tetra 26   336.804       
Tetra 27   322.894       
Tetra 28   323.112       
Tetra 29   323.080       
Tetra 30   328.457       
Tetra 31   315.764       
Tetra 32   315.733       
Tetra 33   315.152       
Tetra 34   345.218       
Tetra 35   337.849       
Tetra 36   325.255       
Tetra 37   326.906       
Tetra 38   324.164       
Tetra 39   319.954       
Tetra 40   308.503       
Tetra 41   333.448       
Tetra 42   346.559       
Tetra 43   325.366       
Tetra 44   338.227       
Tetra 45   339.230       
Tetra 46   339.162       
Tetra 47   329.811       
Tetra 48   330.789       
Tetra 49   318.394       
Tetra 50   356.540       
Tetra 51   343.808       
Tetra 52   335.064       
Tetra 53   335.614       
Tetra 54   349.308       
Tetra 55   336.284       
Tetra 56   306.698       
Tetra 57   299.109       
Tetra 58   327.048       
Tetra 59   349.443       
Tetra 60   349.981       
Tetra 61   328.545       
Tetra 62   329.084       
Tetra 63   340.938       
Tetra 64   307.146       
Tetra 65   340.063       
Tetra 66   331.820       
Tetra 67   337.179       
Tetra 68   336.992       
Tetra 69   337.403       
Tetra 70   328.569       
Tetra 71   341.974       
Tetra 72   284.592       
Tetra 73   285.464       
Tetra 74   285.962       
Tetra 75   285.556       
Tetra 76   285.031       
Tetra 77   308.221       
Tetra 78   300.732       
Tetra 79   301.118       
Tetra 80   327.947       
Tetra 81   308.549       
Tetra 82   320.769       
Tetra 83   313.538       
Tetra 84   313.093       
Tetra 85   301.362       
Tetra 86   312.696       
Tetra 87   317.497       
Tetra 88   330.044       
Tetra 89   330.040       
Tetra 90   329.860       
Tetra 91   330.230       
Tetra 92   310.105       
Tetra 93   322.601       
Total Volume: 28674.8

Step 175    Volume
---------------------------
Tetra 1    220.921       
Tetra 2    220.959       
Tetra 3    197.025       
Tetra 4    197.059       
Tetra 5    218.839       
Tetra 6    218.877       
Tetra 7    205.792       
Tetra 8    226.951       
Tetra 9    205.714       
Tetra 10   226.866       
Tetra 11   206.469       
Tetra 12   227.693       
Tetra 13   349.671       
Tetra 14   328.852       
Tetra 15   329.889       
Tetra 16   303.475       
Tetra 17   353.878       
Tetra 18   304.057       
Tetra 19   354.754       
Tetra 20   354.101       
Tetra 21   332.775       
Tetra 22   297.989       
Tetra 23   298.508       
Tetra 24   348.276       
Tetra 25   347.141       
Tetra 26   348.206       
Tetra 27   333.824       
Tetra 28   334.049       
Tetra 29   334.016       
Tetra 30   339.575       
Tetra 31   326.453       
Tetra 32   326.420       
Tetra 33   325.820       
Tetra 34   356.904       
Tetra 35   349.285       
Tetra 36   336.265       
Tetra 37   337.972       
Tetra 38   335.137       
Tetra 39   330.784       
Tetra 40   318.946       
Tetra 41   344.736       
Tetra 42   358.290       
Tetra 43   336.380       
Tetra 44   349.676       
Tetra 45   350.713       
Tetra 46   350.643       
Tetra 47   340.975       
Tetra 48   341.987       
Tetra 49   329.172       
Tetra 50   368.609       
Tetra 51   355.447       
Tetra 52   346.406       
Tetra 53   346.975       
Tetra 54   361.132       
Tetra 55   347.668       
Tetra 56   317.080       
Tetra 57   309.234       
Tetra 58   338.118       
Tetra 59   361.272       
Tetra 60   361.829       
Tetra 61   339.666       
Tetra 62   340.224       
Tetra 63   352.479       
Tetra 64   317.543       
Tetra 65   351.574       
Tetra 66   343.053       
Tetra 67   348.593       
Tetra 68   348.400       
Tetra 69   348.825       
Tetra 70   339.691       
Tetra 71   353.551       
Tetra 72   294.226       
Tetra 73   295.128       
Tetra 74   295.642       
Tetra 75   295.222       
Tetra 76   294.679       
Tetra 77   318.655       
Tetra 78   310.912       
Tetra 79   311.312       
Tetra 80   339.049       
Tetra 81   318.994       
Tetra 82   331.628       
Tetra 83   324.152       
Tetra 84   323.691       
Tetra 85   311.564       
Tetra 86   323.281       
Tetra 87   328.245       
Tetra 88   341.216       
Tetra 89   341.213       
Tetra 90   341.027       
Tetra 91   341.409       
Tetra 92   320.602       
Tetra 93   333.522       
Total Volume: 29645.5

Step 176    Volume
---------------------------
Tetra 1    228.399       
Tetra 2    228.439       
Tetra 3    203.695       
Tetra 4    203.730       
Tetra 5    226.247       
Tetra 6    226.287       
Tetra 7    212.758       
Tetra 8    234.633       
Tetra 9    212.678       
Tetra 10   234.546       
Tetra 11   213.459       
Tetra 12   235.400       
Tetra 13   361.507       
Tetra 14   339.984       
Tetra 15   341.056       
Tetra 16   313.748       
Tetra 17   365.857       
Tetra 18   314.350       
Tetra 19   366.763       
Tetra 20   366.088       
Tetra 21   344.040       
Tetra 22   308.076       
Tetra 23   308.613       
Tetra 24   360.065       
Tetra 25   358.892       
Tetra 26   359.993       
Tetra 27   345.125       
Tetra 28   345.357       
Tetra 29   345.323       
Tetra 30   351.070       
Tetra 31   337.504       
Tetra 32   337.470       
Tetra 33   336.849       
Tetra 34   368.985       
Tetra 35   361.109       
Tetra 36   347.648       
Tetra 37   349.413       
Tetra 38   346.482       
Tetra 39   341.982       
Tetra 40   329.742       
Tetra 41   356.405       
Tetra 42   370.419       
Tetra 43   347.767       
Tetra 44   361.513       
Tetra 45   362.585       
Tetra 46   362.512       
Tetra 47   352.517       
Tetra 48   353.563       
Tetra 49   340.315       
Tetra 50   381.087       
Tetra 51   367.479       
Tetra 52   358.132       
Tetra 53   358.720       
Tetra 54   373.357       
Tetra 55   359.437       
Tetra 56   327.814       
Tetra 57   319.702       
Tetra 58   349.564       
Tetra 59   373.501       
Tetra 60   374.077       
Tetra 61   351.164       
Tetra 62   351.741       
Tetra 63   364.410       
Tetra 64   328.293       
Tetra 65   363.476       
Tetra 66   354.665       
Tetra 67   360.394       
Tetra 68   360.193       
Tetra 69   360.633       
Tetra 70   351.190       
Tetra 71   365.519       
Tetra 72   304.186       
Tetra 73   305.118       
Tetra 74   305.650       
Tetra 75   305.216       
Tetra 76   304.655       
Tetra 77   329.442       
Tetra 78   321.437       
Tetra 79   321.850       
Tetra 80   350.526       
Tetra 81   329.792       
Tetra 82   342.854       
Tetra 83   335.125       
Tetra 84   334.649       
Tetra 85   322.111       
Tetra 86   334.225       
Tetra 87   339.357       
Tetra 88   352.767       
Tetra 89   352.763       
Tetra 90   352.571       
Tetra 91   352.966       
Tetra 92   331.455       
Tetra 93   344.812       
Total Volume: 30649.0

Step 177    Volume
---------------------------
Tetra 1    236.131       
Tetra 2    236.172       
Tetra 3    210.590       
Tetra 4    210.627       
Tetra 5    233.906       
Tetra 6    233.947       
Tetra 7    219.960       
Tetra 8    242.576       
Tetra 9    219.877       
Tetra 10   242.485       
Tetra 11   220.684       
Tetra 12   243.369       
Tetra 13   373.745       
Tetra 14   351.493       
Tetra 15   352.601       
Tetra 16   324.369       
Tetra 17   378.241       
Tetra 18   324.991       
Tetra 19   379.178       
Tetra 20   378.481       
Tetra 21   355.686       
Tetra 22   318.505       
Tetra 23   319.060       
Tetra 24   372.254       
Tetra 25   371.041       
Tetra 26   372.179       
Tetra 27   356.807       
Tetra 28   357.048       
Tetra 29   357.013       
Tetra 30   362.954       
Tetra 31   348.929       
Tetra 32   348.894       
Tetra 33   348.252       
Tetra 34   381.476       
Tetra 35   373.333       
Tetra 36   359.416       
Tetra 37   361.241       
Tetra 38   358.210       
Tetra 39   353.558       
Tetra 40   340.905       
Tetra 41   368.470       
Tetra 42   382.958       
Tetra 43   359.539       
Tetra 44   373.750       
Tetra 45   374.859       
Tetra 46   374.784       
Tetra 47   364.451       
Tetra 48   365.532       
Tetra 49   351.835       
Tetra 50   393.987       
Tetra 51   379.919       
Tetra 52   370.256       
Tetra 53   370.863       
Tetra 54   385.996       
Tetra 55   371.604       
Tetra 56   338.911       
Tetra 57   330.524       
Tetra 58   361.397       
Tetra 59   386.144       
Tetra 60   386.740       
Tetra 61   363.052       
Tetra 62   363.648       
Tetra 63   376.746       
Tetra 64   339.406       
Tetra 65   375.780       
Tetra 66   366.671       
Tetra 67   372.593       
Tetra 68   372.386       
Tetra 69   372.841       
Tetra 70   363.078       
Tetra 71   377.892       
Tetra 72   314.483       
Tetra 73   315.447       
Tetra 74   315.996       
Tetra 75   315.548       
Tetra 76   314.967       
Tetra 77   340.594       
Tetra 78   332.318       
Tetra 79   332.745       
Tetra 80   362.392       
Tetra 81   340.956       
Tetra 82   354.460       
Tetra 83   346.469       
Tetra 84   345.977       
Tetra 85   333.014       
Tetra 86   345.539       
Tetra 87   350.844       
Tetra 88   364.708       
Tetra 89   364.705       
Tetra 90   364.506       
Tetra 91   364.914       
Tetra 92   342.675       
Tetra 93   356.484       
Total Volume: 31686.5

Step 178    Volume
---------------------------
Tetra 1    244.124       
Tetra 2    244.166       
Tetra 3    217.719       
Tetra 4    217.757       
Tetra 5    241.824       
Tetra 6    241.866       
Tetra 7    227.406       
Tetra 8    250.787       
Tetra 9    227.321       
Tetra 10   250.694       
Tetra 11   228.155       
Tetra 12   251.607       
Tetra 13   386.396       
Tetra 14   363.392       
Tetra 15   364.537       
Tetra 16   335.349       
Tetra 17   391.045       
Tetra 18   335.992       
Tetra 19   392.014       
Tetra 20   391.293       
Tetra 21   367.727       
Tetra 22   329.287       
Tetra 23   329.860       
Tetra 24   384.855       
Tetra 25   383.601       
Tetra 26   384.778       
Tetra 27   368.886       
Tetra 28   369.135       
Tetra 29   369.098       
Tetra 30   375.241       
Tetra 31   360.740       
Tetra 32   360.704       
Tetra 33   360.041       
Tetra 34   394.389       
Tetra 35   385.971       
Tetra 36   371.583       
Tetra 37   373.469       
Tetra 38   370.336       
Tetra 39   365.527       
Tetra 40   352.445       
Tetra 41   380.943       
Tetra 42   395.922       
Tetra 43   371.710       
Tetra 44   386.402       
Tetra 45   387.549       
Tetra 46   387.470       
Tetra 47   376.788       
Tetra 48   377.906       
Tetra 49   363.745       
Tetra 50   407.324       
Tetra 51   392.779       
Tetra 52   382.789       
Tetra 53   383.417       
Tetra 54   399.062       
Tetra 55   384.184       
Tetra 56   350.383       
Tetra 57   341.713       
Tetra 58   373.631       
Tetra 59   399.216       
Tetra 60   399.831       
Tetra 61   375.341       
Tetra 62   375.957       
Tetra 63   389.499       
Tetra 64   350.895       
Tetra 65   388.500       
Tetra 66   379.083       
Tetra 67   385.206       
Tetra 68   384.992       
Tetra 69   385.462       
Tetra 70   375.369       
Tetra 71   390.684       
Tetra 72   325.128       
Tetra 73   326.125       
Tetra 74   326.693       
Tetra 75   326.229       
Tetra 76   325.629       
Tetra 77   352.123       
Tetra 78   343.567       
Tetra 79   344.009       
Tetra 80   374.659       
Tetra 81   352.498       
Tetra 82   366.459       
Tetra 83   358.197       
Tetra 84   357.688       
Tetra 85   344.287       
Tetra 86   357.235       
Tetra 87   362.721       
Tetra 88   377.054       
Tetra 89   377.050       
Tetra 90   376.845       
Tetra 91   377.267       
Tetra 92   354.275       
Tetra 93   368.551       
Total Volume: 32759.2

Step 179    Volume
---------------------------
Tetra 1    252.388       
Tetra 2    252.431       
Tetra 3    225.089       
Tetra 4    225.128       
Tetra 5    250.010       
Tetra 6    250.053       
Tetra 7    235.104       
Tetra 8    259.277       
Tetra 9    235.016       
Tetra 10   259.180       
Tetra 11   235.878       
Tetra 12   260.124       
Tetra 13   399.476       
Tetra 14   375.693       
Tetra 15   376.877       
Tetra 16   346.701       
Tetra 17   404.283       
Tetra 18   347.366       
Tetra 19   405.284       
Tetra 20   404.538       
Tetra 21   380.175       
Tetra 22   340.433       
Tetra 23   341.026       
Tetra 24   397.883       
Tetra 25   396.587       
Tetra 26   397.803       
Tetra 27   381.373       
Tetra 28   381.630       
Tetra 29   381.592       
Tetra 30   387.943       
Tetra 31   372.952       
Tetra 32   372.915       
Tetra 33   372.228       
Tetra 34   407.740       
Tetra 35   399.036       
Tetra 36   384.161       
Tetra 37   386.111       
Tetra 38   382.872       
Tetra 39   377.900       
Tetra 40   364.375       
Tetra 41   393.839       
Tetra 42   409.324       
Tetra 43   384.293       
Tetra 44   399.482       
Tetra 45   400.668       
Tetra 46   400.587       
Tetra 47   389.542       
Tetra 48   390.698       
Tetra 49   376.058       
Tetra 50   421.113       
Tetra 51   406.075       
Tetra 52   395.747       
Tetra 53   396.396       
Tetra 54   412.571       
Tetra 55   397.189       
Tetra 56   362.244       
Tetra 57   353.280       
Tetra 58   386.279       
Tetra 59   412.730       
Tetra 60   413.366       
Tetra 61   388.047       
Tetra 62   388.684       
Tetra 63   402.684       
Tetra 64   362.773       
Tetra 65   401.651       
Tetra 66   391.916       
Tetra 67   398.246       
Tetra 68   398.024       
Tetra 69   398.510       
Tetra 70   388.076       
Tetra 71   403.909       
Tetra 72   336.134       
Tetra 73   337.164       
Tetra 74   337.752       
Tetra 75   337.273       
Tetra 76   336.652       
Tetra 77   364.043       
Tetra 78   355.197       
Tetra 79   355.654       
Tetra 80   387.342       
Tetra 81   364.430       
Tetra 82   378.864       
Tetra 83   370.323       
Tetra 84   369.797       
Tetra 85   355.942       
Tetra 86   369.328       
Tetra 87   374.999       
Tetra 88   389.818       
Tetra 89   389.814       
Tetra 90   389.601       
Tetra 91   390.038       
Tetra 92   366.267       
Tetra 93   381.027       
Total Volume: 33868.1

Step 180    Volume
---------------------------
Tetra 1    260.931       
Tetra 2    260.977       
Tetra 3    232.708       
Tetra 4    232.749       
Tetra 5    258.473       
Tetra 6    258.518       
Tetra 7    243.062       
Tetra 8    268.053       
Tetra 9    242.971       
Tetra 10   267.953       
Tetra 11   243.863       
Tetra 12   268.930       
Tetra 13   412.999       
Tetra 14   388.411       
Tetra 15   389.635       
Tetra 16   358.437       
Tetra 17   417.968       
Tetra 18   359.124       
Tetra 19   419.003       
Tetra 20   418.232       
Tetra 21   393.044       
Tetra 22   351.957       
Tetra 23   352.571       
Tetra 24   411.352       
Tetra 25   410.012       
Tetra 26   411.269       
Tetra 27   394.283       
Tetra 28   394.549       
Tetra 29   394.510       
Tetra 30   401.076       
Tetra 31   385.576       
Tetra 32   385.538       
Tetra 33   384.829       
Tetra 34   421.542       
Tetra 35   412.544       
Tetra 36   397.166       
Tetra 37   399.182       
Tetra 38   395.833       
Tetra 39   390.692       
Tetra 40   376.710       
Tetra 41   407.170       
Tetra 42   423.180       
Tetra 43   397.301       
Tetra 44   413.005       
Tetra 45   414.231       
Tetra 46   414.147       
Tetra 47   402.729       
Tetra 48   403.924       
Tetra 49   388.788       
Tetra 50   435.368       
Tetra 51   419.821       
Tetra 52   409.143       
Tetra 53   409.815       
Tetra 54   426.537       
Tetra 55   410.634       
Tetra 56   374.506       
Tetra 57   365.239       
Tetra 58   399.355       
Tetra 59   426.701       
Tetra 60   427.359       
Tetra 61   401.183       
Tetra 62   401.841       
Tetra 63   416.316       
Tetra 64   375.053       
Tetra 65   415.248       
Tetra 66   405.183       
Tetra 67   411.727       
Tetra 68   411.498       
Tetra 69   412.000       
Tetra 70   401.213       
Tetra 71   417.582       
Tetra 72   347.513       
Tetra 73   348.578       
Tetra 74   349.185       
Tetra 75   348.690       
Tetra 76   348.048       
Tetra 77   376.366       
Tetra 78   367.221       
Tetra 79   367.693       
Tetra 80   400.454       
Tetra 81   376.766       
Tetra 82   391.689       
Tetra 83   382.859       
Tetra 84   382.315       
Tetra 85   367.991       
Tetra 86   381.830       
Tetra 87   387.693       
Tetra 88   403.013       
Tetra 89   403.009       
Tetra 90   402.790       
Tetra 91   403.241       
Tetra 92   378.666       
Tetra 93   393.925       
Total Volume: 35014.6

Step 181    Volume
---------------------------
Tetra 1    269.764       
Tetra 2    269.811       
Tetra 3    240.585       
Tetra 4    240.628       
Tetra 5    267.223       
Tetra 6    267.269       
Tetra 7    251.290       
Tetra 8    277.127       
Tetra 9    251.196       
Tetra 10   277.024       
Tetra 11   252.118       
Tetra 12   278.034       
Tetra 13   426.979       
Tetra 14   401.559       
Tetra 15   402.825       
Tetra 16   370.571       
Tetra 17   432.117       
Tetra 18   371.281       
Tetra 19   433.187       
Tetra 20   432.390       
Tetra 21   406.349       
Tetra 22   363.871       
Tetra 23   364.505       
Tetra 24   425.277       
Tetra 25   423.891       
Tetra 26   425.191       
Tetra 27   407.630       
Tetra 28   407.905       
Tetra 29   407.864       
Tetra 30   414.652       
Tetra 31   398.629       
Tetra 32   398.589       
Tetra 33   397.856       
Tetra 34   435.812       
Tetra 35   426.509       
Tetra 36   410.610       
Tetra 37   412.694       
Tetra 38   409.232       
Tetra 39   403.918       
Tetra 40   389.462       
Tetra 41   420.954       
Tetra 42   437.505       
Tetra 43   410.751       
Tetra 44   426.986       
Tetra 45   428.253       
Tetra 46   428.166       
Tetra 47   416.361       
Tetra 48   417.597       
Tetra 49   401.949       
Tetra 50   450.105       
Tetra 51   434.033       
Tetra 52   422.993       
Tetra 53   423.688       
Tetra 54   440.975       
Tetra 55   424.534       
Tetra 56   387.184       
Tetra 57   377.603       
Tetra 58   412.873       
Tetra 59   441.145       
Tetra 60   441.826       
Tetra 61   414.763       
Tetra 62   415.444       
Tetra 63   430.408       
Tetra 64   387.749       
Tetra 65   429.304       
Tetra 66   418.898       
Tetra 67   425.664       
Tetra 68   425.428       
Tetra 69   425.947       
Tetra 70   414.794       
Tetra 71   431.717       
Tetra 72   359.277       
Tetra 73   360.378       
Tetra 74   361.006       
Tetra 75   360.493       
Tetra 76   359.830       
Tetra 77   389.107       
Tetra 78   379.652       
Tetra 79   380.140       
Tetra 80   414.009       
Tetra 81   389.520       
Tetra 82   404.948       
Tetra 83   395.819       
Tetra 84   395.256       
Tetra 85   380.448       
Tetra 86   394.756       
Tetra 87   400.817       
Tetra 88   416.656       
Tetra 89   416.652       
Tetra 90   416.424       
Tetra 91   416.891       
Tetra 92   391.484       
Tetra 93   407.260       
Total Volume: 36199.8

Step 182    Volume
---------------------------
Tetra 1    278.896       
Tetra 2    278.944       
Tetra 3    248.730       
Tetra 4    248.773       
Tetra 5    276.269       
Tetra 6    276.317       
Tetra 7    259.797       
Tetra 8    286.508       
Tetra 9    259.699       
Tetra 10   286.401       
Tetra 11   260.652       
Tetra 12   287.445       
Tetra 13   441.433       
Tetra 14   415.152       
Tetra 15   416.461       
Tetra 16   383.115       
Tetra 17   446.744       
Tetra 18   383.850       
Tetra 19   447.851       
Tetra 20   447.027       
Tetra 21   420.104       
Tetra 22   376.189       
Tetra 23   376.844       
Tetra 24   439.673       
Tetra 25   438.240       
Tetra 26   439.584       
Tetra 27   421.429       
Tetra 28   421.713       
Tetra 29   421.671       
Tetra 30   428.689       
Tetra 31   412.123       
Tetra 32   412.082       
Tetra 33   411.323       
Tetra 34   450.565       
Tetra 35   440.947       
Tetra 36   424.510       
Tetra 37   426.664       
Tetra 38   423.085       
Tetra 39   417.591       
Tetra 40   402.645       
Tetra 41   435.203       
Tetra 42   452.315       
Tetra 43   424.655       
Tetra 44   441.440       
Tetra 45   442.750       
Tetra 46   442.660       
Tetra 47   430.456       
Tetra 48   431.733       
Tetra 49   415.555       
Tetra 50   465.342       
Tetra 51   448.725       
Tetra 52   437.312       
Tetra 53   438.030       
Tetra 54   455.903       
Tetra 55   438.905       
Tetra 56   400.291       
Tetra 57   390.385       
Tetra 58   426.850       
Tetra 59   456.079       
Tetra 60   456.782       
Tetra 61   428.804       
Tetra 62   429.507       
Tetra 63   444.978       
Tetra 64   400.875       
Tetra 65   443.837       
Tetra 66   433.079       
Tetra 67   440.073       
Tetra 68   439.829       
Tetra 69   440.366       
Tetra 70   428.835       
Tetra 71   446.331       
Tetra 72   371.439       
Tetra 73   372.577       
Tetra 74   373.226       
Tetra 75   372.696       
Tetra 76   372.011       
Tetra 77   402.279       
Tetra 78   392.504       
Tetra 79   393.008       
Tetra 80   428.024       
Tetra 81   402.706       
Tetra 82   418.656       
Tetra 83   409.218       
Tetra 84   408.636       
Tetra 85   393.326       
Tetra 86   408.119       
Tetra 87   414.385       
Tetra 88   430.760       
Tetra 89   430.756       
Tetra 90   430.521       
Tetra 91   431.003       
Tetra 92   404.736       
Tetra 93   421.046       
Total Volume: 37425.2

Step 183    Volume
---------------------------
Tetra 1    288.337       
Tetra 2    288.387       
Tetra 3    257.149       
Tetra 4    257.194       
Tetra 5    285.621       
Tetra 6    285.670       
Tetra 7    268.591       
Tetra 8    296.207       
Tetra 9    268.490       
Tetra 10   296.096       
Tetra 11   269.476       
Tetra 12   297.176       
Tetra 13   456.376       
Tetra 14   429.205       
Tetra 15   430.558       
Tetra 16   396.084       
Tetra 17   461.867       
Tetra 18   396.843       
Tetra 19   463.011       
Tetra 20   462.159       
Tetra 21   434.325       
Tetra 22   388.923       
Tetra 23   389.601       
Tetra 24   454.556       
Tetra 25   453.075       
Tetra 26   454.464       
Tetra 27   435.694       
Tetra 28   435.988       
Tetra 29   435.945       
Tetra 30   443.200       
Tetra 31   426.073       
Tetra 32   426.031       
Tetra 33   425.247       
Tetra 34   465.817       
Tetra 35   455.873       
Tetra 36   438.880       
Tetra 37   441.108       
Tetra 38   437.407       
Tetra 39   431.727       
Tetra 40   416.275       
Tetra 41   449.935       
Tetra 42   467.627       
Tetra 43   439.030       
Tetra 44   456.383       
Tetra 45   457.737       
Tetra 46   457.645       
Tetra 47   445.027       
Tetra 48   446.348       
Tetra 49   429.622       
Tetra 50   481.094       
Tetra 51   463.915       
Tetra 52   452.116       
Tetra 53   452.858       
Tetra 54   471.336       
Tetra 55   453.763       
Tetra 56   413.841       
Tetra 57   403.600       
Tetra 58   441.299       
Tetra 59   471.517       
Tetra 60   472.245       
Tetra 61   443.319       
Tetra 62   444.047       
Tetra 63   460.041       
Tetra 64   414.445       
Tetra 65   458.861       
Tetra 66   447.739       
Tetra 67   454.970       
Tetra 68   454.718       
Tetra 69   455.272       
Tetra 70   443.352       
Tetra 71   461.440       
Tetra 72   384.012       
Tetra 73   385.189       
Tetra 74   385.860       
Tetra 75   385.312       
Tetra 76   384.604       
Tetra 77   415.896       
Tetra 78   405.790       
Tetra 79   406.312       
Tetra 80   442.513       
Tetra 81   416.338       
Tetra 82   432.828       
Tetra 83   423.070       
Tetra 84   422.469       
Tetra 85   406.641       
Tetra 86   421.934       
Tetra 87   428.413       
Tetra 88   445.342       
Tetra 89   445.337       
Tetra 90   445.094       
Tetra 91   445.593       
Tetra 92   418.437       
Tetra 93   435.299       
Total Volume: 38692.1

Step 184    Volume
---------------------------
Tetra 1    298.097       
Tetra 2    298.149       
Tetra 3    265.854       
Tetra 4    265.901       
Tetra 5    295.289       
Tetra 6    295.340       
Tetra 7    277.683       
Tetra 8    306.234       
Tetra 9    277.579       
Tetra 10   306.120       
Tetra 11   278.598       
Tetra 12   307.235       
Tetra 13   471.825       
Tetra 14   443.734       
Tetra 15   445.133       
Tetra 16   409.491       
Tetra 17   477.502       
Tetra 18   410.277       
Tetra 19   478.685       
Tetra 20   477.804       
Tetra 21   449.028       
Tetra 22   402.089       
Tetra 23   402.789       
Tetra 24   469.943       
Tetra 25   468.412       
Tetra 26   469.848       
Tetra 27   450.443       
Tetra 28   450.747       
Tetra 29   450.702       
Tetra 30   458.203       
Tetra 31   440.497       
Tetra 32   440.453       
Tetra 33   439.642       
Tetra 34   481.585       
Tetra 35   471.305       
Tetra 36   453.736       
Tetra 37   456.040       
Tetra 38   452.214       
Tetra 39   446.341       
Tetra 40   430.367       
Tetra 41   465.166       
Tetra 42   483.456       
Tetra 43   453.892       
Tetra 44   471.832       
Tetra 45   473.232       
Tetra 46   473.137       
Tetra 47   460.092       
Tetra 48   461.457       
Tetra 49   444.166       
Tetra 50   497.380       
Tetra 51   479.619       
Tetra 52   467.420       
Tetra 53   468.187       
Tetra 54   487.291       
Tetra 55   469.123       
Tetra 56   427.850       
Tetra 57   417.262       
Tetra 58   456.237       
Tetra 59   487.479       
Tetra 60   488.231       
Tetra 61   458.326       
Tetra 62   459.078       
Tetra 63   475.614       
Tetra 64   428.475       
Tetra 65   474.394       
Tetra 66   462.895       
Tetra 67   470.371       
Tetra 68   470.110       
Tetra 69   470.684       
Tetra 70   458.360       
Tetra 71   477.060       
Tetra 72   397.011       
Tetra 73   398.228       
Tetra 74   398.922       
Tetra 75   398.356       
Tetra 76   397.623       
Tetra 77   429.975       
Tetra 78   419.527       
Tetra 79   420.066       
Tetra 80   457.493       
Tetra 81   430.431       
Tetra 82   447.479       
Tetra 83   437.392       
Tetra 84   436.770       
Tetra 85   420.406       
Tetra 86   436.217       
Tetra 87   442.915       
Tetra 88   460.417       
Tetra 89   460.413       
Tetra 90   460.161       
Tetra 91   460.677       
Tetra 92   432.602       
Tetra 93   450.035       
Total Volume: 40001.9

Step 185    Volume
---------------------------
Tetra 1    308.188       
Tetra 2    308.242       
Tetra 3    274.854       
Tetra 4    274.902       
Tetra 5    305.285       
Tetra 6    305.338       
Tetra 7    287.083       
Tetra 8    316.600       
Tetra 9    286.975       
Tetra 10   316.482       
Tetra 11   288.029       
Tetra 12   317.636       
Tetra 13   487.797       
Tetra 14   458.755       
Tetra 15   460.201       
Tetra 16   423.353       
Tetra 17   493.666       
Tetra 18   424.165       
Tetra 19   494.889       
Tetra 20   493.978       
Tetra 21   464.228       
Tetra 22   415.700       
Tetra 23   416.424       
Tetra 24   485.851       
Tetra 25   484.268       
Tetra 26   485.753       
Tetra 27   465.691       
Tetra 28   466.005       
Tetra 29   465.959       
Tetra 30   473.714       
Tetra 31   455.408       
Tetra 32   455.363       
Tetra 33   454.525       
Tetra 34   497.887       
Tetra 35   487.259       
Tetra 36   469.096       
Tetra 37   471.477       
Tetra 38   467.522       
Tetra 39   461.450       
Tetra 40   444.935       
Tetra 41   480.913       
Tetra 42   499.822       
Tetra 43   469.256       
Tetra 44   487.804       
Tetra 45   489.251       
Tetra 46   489.153       
Tetra 47   475.666       
Tetra 48   477.078       
Tetra 49   459.201       
Tetra 50   514.217       
Tetra 51   495.855       
Tetra 52   483.243       
Tetra 53   484.036       
Tetra 54   503.786       
Tetra 55   485.003       
Tetra 56   442.333       
Tetra 57   431.387       
Tetra 58   471.681       
Tetra 59   503.980       
Tetra 60   504.758       
Tetra 61   473.841       
Tetra 62   474.618       
